Timestamp,"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Blazor / C#]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Rust]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [C++ / Emscripten]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Go / TinyGo]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [AssemblyScript]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Grain]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Python]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Zig]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Blazor / C#],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Rust],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [C++ / Emscripten],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Go / TinyGo],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [AssemblyScript],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Grain],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Python],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Zig],Your Current Usage - what are you using WebAssembly for at the moment?,Future impact - where do you think WebAssembly will have the most impact in the future? [Web development],Future impact - where do you think WebAssembly will have the most impact in the future? [Blockchain],Future impact - where do you think WebAssembly will have the most impact in the future? [Internet of Things],Future impact - where do you think WebAssembly will have the most impact in the future? [Serverless],Future impact - where do you think WebAssembly will have the most impact in the future? [Containerisation],Future impact - where do you think WebAssembly will have the most impact in the future? [Game Development],Future impact - where do you think WebAssembly will have the most impact in the future? [Scientific],Future impact - where do you think WebAssembly will have the most impact in the future? [Cryptography],Future impact - where do you think WebAssembly will have the most impact in the future? [Audio / Video Processing],Future impact - where do you think WebAssembly will have the most impact in the future? [Artificial Intelligence],Future features - what future WebAssembly features are you interested in? [SIMD],Future features - what future WebAssembly features are you interested in? [Garbage Collection],Future features - what future WebAssembly features are you interested in? [ECMAScript module integration],Future features - what future WebAssembly features are you interested in? [Threads],Future features - what future WebAssembly features are you interested in? [Interface Types],Future features - what future WebAssembly features are you interested in? [Module Linking],Future features - what future WebAssembly features are you interested in? [Exception handling],Future features - what future WebAssembly features are you interested in? [WASI - WebAssembly System Interface],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better build tooling],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better debugging support],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [A greater breadth of supported languages],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [A stronger and more inclusive community],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better integration with JavaScript and browser APIs],Job Role - what most closely describes your role?,JavaScript Proficiency - how proficient are you at JavaScript?,WebAssembly Proficiency - how proficient are you at WebAssembly?,WebAssembly Experience - how long have you used or known about WebAssembly for?,Back-end Proficiency - how proficient are you at back-end development?,Industry Sector - which industry sector(s) do you work in?,Your Country or Region - where do you call home?,Current Language Usage - are there any other languages not listed about that you use?,,,Desired Usage - are there any other languages not listed about that you want to use?,"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Swift]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Swift],"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Java]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Java]
6/14/2021 14:01:52,not used,use frequently,have used occasionally,not used,not used,not used,not used,have used occasionally,not heard of it,want to use a lot,want to use a little,want to use a lot,want to use a lot,not heard of it,don’t want to use,want to use a little,"Web development, Serverless, Containerisation, Game Development",very high impact,low impact,low impact,very high impact,very high impact,some impact,low impact,low impact,low impact,low impact,modest interest,very interested,modest interest,modest interest,very interested,modest interest,modest interest,very interested,doesn’t need this,needs this,really needs this,really needs this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Engineering Tools,Canada,Java,,,,not used,want to use a little,,
6/14/2021 14:33:55,have used occasionally,have used occasionally,have used occasionally,not used,have used occasionally,not used,not used,not used,don’t want to use,want to use a lot,want to use a little,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,2D/3D Map rendering,very high impact,some impact,some impact,low impact,low impact,very high impact,some impact,very high impact,some impact,very high impact,no interest,no interest,no interest,modest interest,very interested,modest interest,no interest,no interest,needs this,needs this,doesn’t need this,needs this,really needs this,"Developer, game or graphics",Architecturing entire front-end codebases from scratch,"I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",2 years,"Able to set up all-in-one CMSs (WordPress, etc.) or static site generators (Jekyll, etc.)",Navigating,Germany,,,,,not used,want to use a little,not used,want to use a little
6/14/2021 14:34:17,not used,not used,not used,have used occasionally,not used,not used,not used,use frequently,don’t want to use,don’t want to use,don’t want to use,want to use a little,want to use a little,don’t want to use,don’t want to use,want to use a lot,As sandbox environment for plugins for general usage. General browser computation.,some impact,low impact,some impact,very high impact,some impact,low impact,low impact,some impact,very high impact,low impact,no interest,no interest,no interest,very interested,very interested,very interested,modest interest,very interested,doesn’t need this,really needs this,needs this,really needs this,really needs this,"Developer, desktop or enterprise applications",Architecturing entire front-end codebases from scratch,"I’ve created advanced WebAssembly tooling (compilers, analyzers)",2 years,Able to handle complex multi-server or microservices architectures,Consulting & Services,Netherlands,,,,,not used,don’t want to use,not used,don’t want to use
6/14/2021 15:10:29,not used,use sometimes,not used,not used,have used occasionally,have used occasionally,not used,not used,don’t want to use,want to use a lot,don’t want to use,want to use a little,want to use a little,want to use a little,don’t want to use,don’t want to use,"Web development, Serverless, Containerisation",some impact,Don't know :shrug:,some impact,very high impact,very high impact,very high impact,some impact,very high impact,very high impact,very high impact,don’t know what it is :shrug:,modest interest,very interested,modest interest,modest interest,modest interest,very interested,very interested,really needs this,really needs this,needs this,needs this,really needs this,"Developer, front-end","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",3 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Programming & Technical Tools,Canada,,,,,not used,don’t want to use,not used,don’t want to use
6/14/2021 15:11:04,have used occasionally,use sometimes,not used,not used,not used,not used,not used,use sometimes,want to use a little,want to use a lot,don’t want to use,don’t want to use,don’t want to use,want to use a little,don’t want to use,want to use a lot,"Web development, language development",very high impact,Don't know :shrug:,Don't know :shrug:,some impact,some impact,low impact,low impact,low impact,low impact,low impact,modest interest,very interested,no interest,modest interest,modest interest,modest interest,no interest,no interest,needs this,really needs this,needs this,needs this,needs this,"Developer, full-stack",Architecturing entire front-end codebases from scratch,"I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",2 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Agriculture,United States,,,,,not used,don’t want to use,not used,don’t want to use
6/14/2021 15:11:41,not used,use sometimes,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,Web development,very high impact,Don't know :shrug:,Don't know :shrug:,very high impact,Don't know :shrug:,Don't know :shrug:,very high impact,very high impact,very high impact,Don't know :shrug:,don’t know what it is :shrug:,no interest,very interested,very interested,very interested,very interested,don’t know what it is :shrug:,don’t know what it is :shrug:,really needs this,really needs this,doesn’t need this,doesn’t need this,really needs this,"Developer, back-end","Handling advanced front-end patterns (state management, data loading, etc.)","I am confident in using WebAssembly, but consider it a ‘black box’",< 1 year,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,United States,,,,,not used,want to use a little,,
6/14/2021 15:49:44,not used,have used occasionally,have used occasionally,use sometimes,use frequently,not used,not used,not used,don’t want to use,want to use a little,don’t want to use,want to use a little,want to use a lot,don’t want to use,want to use a little,don’t want to use,"Web development, Game Development",very high impact,Don't know :shrug:,some impact,very high impact,very high impact,very high impact,Don't know :shrug:,some impact,very high impact,Don't know :shrug:,very interested,very interested,modest interest,very interested,very interested,modest interest,very interested,very interested,doesn’t need this,needs this,doesn’t need this,really needs this,needs this,"Developer, back-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",< 1 year,Able to handle complex multi-server or microservices architectures,Healthcare,Germany,,,,,not used,don’t want to use,not used,want to use a little
6/14/2021 16:06:03,not used,use sometimes,have used occasionally,not used,not used,not used,have used occasionally,not used,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,"Web development, Internet of Things, Serverless, Game Development, Audio / Video Processing, Artificial Intelligence",very high impact,some impact,very high impact,very high impact,some impact,very high impact,very high impact,very high impact,very high impact,very high impact,modest interest,modest interest,no interest,very interested,very interested,modest interest,modest interest,very interested,needs this,needs this,really needs this,needs this,needs this,System administrator,"Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I am confident in using WebAssembly, but consider it a ‘black box’",< 1 year,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Manufacturing,United States,,,,,have used occasionally,want to use a little,not used,don’t want to use
6/14/2021 16:33:45,not used,not used,not used,not used,not used,not used,not used,not used,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,want to use a little,don’t want to use,Web development,Don't know :shrug:,low impact,low impact,low impact,low impact,low impact,low impact,low impact,low impact,low impact,don’t know what it is :shrug:,very interested,very interested,very interested,very interested,very interested,very interested,don’t know what it is :shrug:,doesn’t need this,needs this,really needs this,needs this,needs this,"Developer, full-stack",Architecturing entire front-end codebases from scratch,I have no idea what WebAssembly is,< 1 year,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Ecommerce & Retail,France,,,,,not used,don’t want to use,not used,want to use a lot
6/14/2021 17:42:36,not used,use frequently,have used occasionally,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,don’t want to use,don’t want to use,want to use a little,don’t want to use,don’t want to use,want to use a little,"Web development, Containerisation",some impact,very high impact,some impact,very high impact,very high impact,low impact,low impact,low impact,some impact,some impact,modest interest,modest interest,modest interest,modest interest,very interested,very interested,modest interest,very interested,needs this,really needs this,needs this,needs this,needs this,"Developer, full-stack","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",4 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Programming & Technical Tools,United States,,,,Kotlin,not used,don’t want to use,not used,don’t want to use
6/14/2021 18:01:19,not used,not used,have used occasionally,not used,have used occasionally,not used,not used,not used,don’t want to use,don’t want to use,want to use a little,don’t want to use,want to use a little,don’t want to use,don’t want to use,don’t want to use,"Web development, Containerisation",very high impact,Don't know :shrug:,Don't know :shrug:,some impact,very high impact,some impact,very high impact,some impact,very high impact,Don't know :shrug:,modest interest,very interested,modest interest,very interested,modest interest,modest interest,modest interest,no interest,needs this,doesn’t need this,needs this,really needs this,really needs this,"Developer, tools/compilers","Writing short, simple JavaScript or jQuery statements","I’ve created advanced WebAssembly tooling (compilers, analyzers)",3 years,"Able to set up all-in-one CMSs (WordPress, etc.) or static site generators (Jekyll, etc.)",Programming & Technical Tools,Netherlands,C++ / Cheerp,,,,not used,don’t want to use,not used,don’t want to use
